Id,AcceptedAnswerId,CreationDate,Score,ViewCount,Body,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate
"78305263","","2024-04-10 14:46:38","2","497","<p>I'm trying to implement old code on qiskit whose imports start with</p>
<pre><code>from qiskit import QuantumRegister, ClassicalRegister, QuantumCircuit
from qiskit import BasicAer, execute
from qiskit.tools.visualization import plot_histogram
from qiskit.tools.monitor import job_monitor
from qiskit.providers.ibmq import least_busy
import cmath
</code></pre>
<p>the error comes from the 2nd line</p>
<blockquote>
<p>ImportError: cannot import name 'BasicAer' from 'qiskit' (/usr/local/lib/python3.10/dist-packages/qiskit/<strong>init</strong>.py)</p>
</blockquote>
<p>I think the problem comes from an old version of qiskit but when I try an old version I have a problem with self &quot;cannot import name 'Self' from 'typing_extensions'.&quot;</p>
<p>Someone would have any idea ? ty</p>
<p>I don't have the exact qiskit version of the code I'm trying to implement but the code dates from August 2019</p>
","PYTHON: Qiskit library import","<python><import><quantum-computing><qiskit>","3","1","",""
"78295108","78295509","2024-04-08 21:20:34","3","1504","<p>While installing and tried to import Aer, I get an error.</p>
<pre><code>!pip install qiskit

import numpy as np
from qiskit import QuantumCircuit, Aer, transpile, assemble
from qiskit.visualization import plot_histogram
import random
</code></pre>
<p>Any inromation would be highly appreciated.</p>
<p><a href=""https://i.sstatic.net/92hrw.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/92hrw.png"" alt=""enter image description here"" /></a></p>
","Qiskit | ImportError: cannot import name 'Aer' from 'qiskit'","<quantum-computing><qiskit>","1","3","",""
"78270277","","2024-04-03 20:10:35","4","354","<p>I want to generate the bell state $(|01\rangle+|10\rangle)/\sqrt{2}$ from the state $|00\rangle$ in qiskit applying the Hadamard gate followed by the CNOT gate. But it generates $(|11\rangle-|00\rangle)/\sqrt{2}$. What is the problem?</p>
<p>This is my code.</p>
<pre class=""lang-py prettyprint-override""><code>sv1 = Statevector.from_label('01')
mycircuit1 = QuantumCircuit(2)
mycircuit1.h(0)
mycircuit1.cx(0,1)
new_sv1 = sv1.evolve(mycircuit1)
print(new_sv1)
plot_state_qsphere(new_sv1.data)
</code></pre>
","Confusion in Qiskit to generate Bell states","<quantum-computing><qiskit><post-quantum-cryptography>","2","1","",""
"78268696","","2024-04-03 15:18:00","1","71","<p>I am trying to implement a quantum algorithm written in an research paper. The layout is a linear layer , followed by an quantum activation function layer and then a layer of softmax. This is my current code of the model and layer implementation</p>
<pre><code>`
</code></pre>
<pre><code>import numpy as np
    from qiskit import QuantumCircuit, transpile, assemble
    from qiskit_aer import Aer
    from tensorflow.keras.layers import Layer
    class QuantumActivationFunction(Layer):
        def __init__(self, num_features, output_size, **kwargs):
            super(QuantumActivationFunction, self).__init__(**kwargs)
            self.num_features =8
            self.output_size = 8
        
        def encode_data_to_qubits(self, data):
            # Implement the encoding of data to qubits
            num_samples, num_features = data.shape
            encoded_states = []

            for i in range(num_samples):
                x = data[i]
                qc = QuantumCircuit(num_features)
                for j in range(num_features):
                    angle_1 = np.arctan(x[j])
                    angle_2 = np.arctan(x[j] ** 2)
                    qc.h(j)
                    qc.ry(angle_1, j)
                    qc.rz(angle_2, j)
                encoded_states.append(qc)
            return encoded_states

        def entangle_qubits(self, qc):
            # Implement qubit entanglement
            num_qubits = qc.num_qubits
            for stride in range(1, num_qubits):
                for i in range(num_qubits):
                    control_qubit = qc.qubits[i]
                    target_qubit = qc.qubits[(i+stride)%8]
                    qc.cx(control_qubit, target_qubit)
            
        def compute_r(qc):
            r = [0] * 4
            for i in range(4):
                r[i] = qc.rz(np.pi,qc.qubits[i])
            return r
                
        # def build(self, input_shape):
        #     # Define any trainable parameters here
        #     self._input_shape = input_shape
        #     pass

        def call(self, data):
            # Implement the activation function logic here
            # For example, you can use the inputs to compute the quantum activation
            # return tf.nn.relu(inputs)  # Placeholder example, replace with your quantum activation function logi
            encoded_states = self.encode_data_to_qubits(data)
            for qc in encoded_states:
                self.entangle_qubits(qc)
                self.compute_r(qc)
            return encoded_states
                    

        # def compute_output_shape(self, input_shape):
        #      #Return the shape of the output tensor
        #      return (input_shape[0], self.output_size)

    from keras.layers import Activation
    from keras.activations import softmax

    def baseline_model():
        model = Sequential()
        model.add(Dense(8, input_dim=374, activation='linear'))  # Linear layer
        model.add(QuantumActivationFunction(8,8))  # Quantum Activation Function layer
        model.add(Dense(3, activation='softmax'))  # Output layer
        model.compile(loss='categorical_crossentropy', optimizer='adam', metrics=['accuracy'])
        return model
</code></pre>
<pre><code>The code is returning error :
`TypeError                                 Traceback (most recent call last)
Cell In[105], line 1
----&gt; 1 model = baseline_model()
      2 first_linear_layer_output = model.layers[0](X_train).numpy()
      4 print(&quot;Output of the first linear layer:&quot;, first_linear_layer_output)

Cell In[104], line 7
      5 model = Sequential()
      6 model.add(Dense(8, input_dim=374, activation='linear'))  # Linear layer
----&gt; 7 model.add(QuantumActivationFunction(8,8))  # Quantum Activation Function layer
      8 model.add(Dense(3, activation='softmax'))  # Output layer
      9 model.compile(loss='categorical_crossentropy', optimizer='adam', metrics=['accuracy'])

File ~\AppData\Roaming\Python\Python311\site-packages\tensorflow\python\trackable\base.py:205, in no_automatic_dependency_tracking.&lt;locals&gt;._method_wrapper(self, *args, **kwargs)
    203 self._self_setattr_tracking = False  # pylint: disable=protected-access
    204 try:
--&gt; 205   result = method(self, *args, **kwargs)
    206 finally:`your text`
    207   self._self_setattr_tracking = previous_value  # pylint: disable=protected-access

File c:\Python311\Lib\site-packages\keras\utils\traceback_utils.py:70, in filter_traceback.&lt;locals&gt;.error_handler(*args, **kwargs)
     67     filtered_tb = _process_traceback_frames(e.__traceback`
</code></pre>
<p>I have tried rechecking my code several times, I have even checked dimensions of my data but still the error persists. When I was running the functions of quantum layer separately , it was working fine but after integrating it into class , it showed again the same error.
Sincere request to everyone who can help</p>
","Quantum Computing implementation","<neural-network><quantum-computing><activation-function><qiskit>","0","2","",""
"78215304","","2024-03-24 16:40:25","4","395","<p>I was going to use Braket in us-east1.
I wanted to use qiskit, so I wanted to import the module, but an error occurred.</p>
<p>I referred to the following URL
<a href=""https://qiskit-community.github.io/qiskit-braket-provider/tutorials/3_tutorial_minimum_eigen_optimizer.html"" rel=""nofollow noreferrer"">https://qiskit-community.github.io/qiskit-braket-provider/tutorials/3_tutorial_minimum_eigen_optimizer.html</a></p>
<p>Checking with !pip list, qiskit_algorithms is installed without any problem.</p>
<p>【code】</p>
<pre><code>!pip install qiskit
!pip install qiskit-optimization
!pip install qiskit-algorithms

from qiskit import QuantumCircuit, transpile
from qiskit.quantum_info import SparsePauliOp
from qiskit.primitives import Sampler
from qiskit_aer import AerSimulator
from qiskit_optimization import QuadraticProgram
from qiskit_algorithms.minimum_eigensolvers import QAOA
from qiskit_algorithms.optimizers import COBYLA
from qiskit_algorithms import NumPyMinimumEigensolver
from qiskit_optimization.algorithms import MinimumEigenOptimizer
</code></pre>
<p>【output】</p>
<pre><code>ModuleNotFoundError                       Traceback (most recent call last)
Cell In[7], line 10
      4 from qiskit_aer import AerSimulator
      5 # from qiskit_optimization import QuadraticProgram
      6 # from qiskit_algorithms.minimum_eigensolvers import QAOA
      7 # from qiskit_algorithms.optimizers import COBYLA
      8 # from qiskit_algorithms import NumPyMinimumEigensolver
      9 # from qiskit_optimization.algorithms import MinimumEigenOptimizer
---&gt; 10 import qiskit_optimization

ModuleNotFoundError: No module named 'qiskit_optimization'
</code></pre>
<p>How can I install qiskit_algorithms and qiskit_optimization without problems?</p>
<p>I have tried the following.</p>
<ul>
<li>Verify that the module is installed with a !pip list</li>
<li>Restart kernel</li>
<li>Start another notebook</li>
<li>Verify that the installed path of the package is correct</li>
<li>Confirm that the module works fine in the local environment</li>
</ul>
","Cannot import qiskit_algorithms on Amazon Braket note book","<amazon-web-services><quantum-computing><qiskit>","2","0","",""
"78180575","78180576","2024-03-18 12:59:37","4","367","<p>When running the following code:</p>
<pre class=""lang-python prettyprint-override""><code>from qiskit import Aer
</code></pre>
<p>I encountered the following error:</p>
<pre><code>ImportError
Traceback (most recent call last)
Cell In[50], line 1
----&gt; 1 from qiskit import Aer

ImportError: cannot import name 'Aer' from 'qiskit'
</code></pre>
<p>Why is that the case?</p>
","Can't import Aer from Qiskit","<quantum-computing><qiskit>","1","1","",""
"78161659","","2024-03-14 15:33:49","5","1508","<p>I am getting an error when I try to import Aer in Qiskit. I am running this command:</p>
<pre><code>from qiskit import Aer
</code></pre>
<p>And I am getting this error:</p>
<pre><code>cannot import name 'aer' from 'qiskit' (/opt/conda/lib/python3.10/site-packages/qiskit/__init__.py)

Use %tb to get the full traceback.
</code></pre>
<p>I have tried to solve this by reinstalling with <code>pip install qiskit-aer</code>, as well as restarting the kernel, uninstalling and reinstalling Qiskit, etc. Note that I'm working in IBM Quantum Lab.</p>
","Error importing Qiskit Aer when running Qiskit","<python><quantum-computing><qiskit>","3","4","",""
"78078780","","2024-02-29 03:54:44","1","72","<p>When running jobs on IonQ I notice that there's a lot of variation in the running time. sometimes it's almost instant, sometimes hours. Is there a method to preview the job waiting time or queue before I submit a job, or review it while a job is waiting? In this case I'm using qiskit on the front end.</p>
","Is there a command to review queue length for an IonQ job?","<quantum-computing><qiskit>","1","0","",""
"78072194","","2024-02-28 05:56:13","4","197","<p>I'm working on a QRNG program where I need to get the memory information properly. But having made changes to the IBM qiskit packages, it seems there is no option to get the memory from the sampler. How do I solve this issue?</p>
<p>I tried giving 'memory=True' inside the backend initialization and sampler run. But that is not available now.</p>
","Getting memory information from Qiskit Runtime service- Sampler","<memory><runtime><quantum-computing><qiskit><sample-rate>","1","0","",""
"78070652","","2024-02-27 21:25:27","1","53","<p>I'm currently using the default Jupyter instances for qBraid, and looking to try some jobs on a GPU. I see that qBraid has access to a configured GPU rig, and offers this as a service, but it's not clear how to access this.</p>
<p>What is the process for moving my job into the qBraid GPU?</p>
","How to enable NVIDIA cuQuantum QPU access in qBraid?","<quantum-computing><qbraid>","1","0","",""
"78054815","","2024-02-25 04:11:20","1","48","<p>Have successfully run the Julia packages in the qBraid Lab IDE. Now looking to persist the configuration, which seems to reset every time I run a new session. Is there a method for persistance?</p>
<p>Tried running the qBraid Lab IDE config with Julia packages but they reset after each session.</p>
","Packages not persisting in Julia config on qBraid","<quantum-computing><qbraid>","1","0","",""
"78050570","78050588","2024-02-23 22:52:58","1","39","<p>When cloning the <a href=""https://github.com/qbrilliance/qristal"" rel=""nofollow noreferrer"">Qristal repository</a> and trying to build the Docker image with <code>docker/Dockerfile</code>, what is an appropriate setting for <code>$QB_DIR</code> that is on line 27 of the Dockerfile:</p>
<pre><code>WORKDIR $QB_DIR
</code></pre>
","Dockerfile for Qristal: what should be the value of $QB_DIR","<quantum-computing><qristal-sdk>","1","1","",""
"78035827","78038885","2024-02-21 17:05:27","3","55","<p>Let for a matrix X of 3*3 dimension,
first I need to find the eigenvectors of it,
<code>A = Eigenvectors[X];</code>
Then I need to express one of its eigen vector in matrix form,
Lets write its 2nd eigenvector
<code>B = A[[2 ;; 2, 1 ;; 3]];</code>
Now I need to evaluvate
<code>C = ConjugateTranspose[B].B;</code>
Then i need to evaluvate,
<code>D = C/Norm[C];</code></p>
<p>I need to find this for different X, is it possible to write a single function for this?</p>
<p>Can i write code like this</p>
<p><code>A[X_] := Eigenvectors[X]; B[u_] := A[[2 ;; 2, 1 ;; 3]]; C[y_] := ConjugateTranspose[B].B; D[t_] := C/Norm[C];</code></p>
<p>and if i need to evaluate the whole thing for a matrix g</p>
<p><code>D[C[B[A[g]]]]</code></p>
","is it possible to evaluate a function of matrix variables in mathematica?","<function><matrix><linear-algebra><wolfram-mathematica><quantum-computing>","1","0","",""
"78027912","78030350","2024-02-20 13:56:25","6","15076","<p><a href=""https://i.sstatic.net/ucC3m.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/ucC3m.png"" alt=""enter image description here"" /></a></p>
<p>when I try to run this code, it gives me and error that it was unable to import <code>execute</code> from <code>qiskit</code> (error pasted below).</p>
<pre><code>2 get_ipython().system('pip install --upgrade qiskit qiskit-aer')
      3 import qiskit
----&gt; 4 from qiskit import QuantumCircuit, execute
      5 from qiskit_aer import Aer
      6 from qiskit.visualization import plot_histogram

ImportError: cannot import name 'execute' from 'qiskit' (/usr/local/lib/python3.10/dist-packages/qiskit/__init__.py)
</code></pre>
<p>I have tried upgrading <code>qiskit</code> which didn't work. I have also tried using transpile and the other functions but it changed my code too much and I didn't want that to happen.</p>
","Unable to import execute function from qiskit library","<quantum-computing><qiskit>","4","1","",""
"78024936","","2024-02-20 05:23:00","2","84","<p>I'm using a qiskit tutorial for qbraid which is a basic hello world. I see that there is the possibility to use other quantum backends rather than qiskit, but there's not a clear path for this in the UI.</p>
<p>Is there a command line or direct way to search the API for other backends?</p>
","How can I find and select the quantum backends available in qbraid?","<quantum-computing><qiskit><qbraid>","1","1","",""
"77948274","","2024-02-06 14:02:13","1","35","<p>I am working on a hybrid classical-quantum model in deep learning. I do not understand the use of hadamard gate and CNOT gate in the quantum training layer. The code uses Hadamard Layer, CNOT layer and Rotational encoding.</p>
<p>Here is the code</p>
<pre><code>def H_layer(nqubits):
    &quot;&quot;&quot;Layer of single-qubit Hadamard gates.
    &quot;&quot;&quot;
    for idx in range(nqubits):
        qml.Hadamard(wires=idx)

def RY_layer(w):
    &quot;&quot;&quot;Layer of parametrized qubit rotations around the y axis.
    &quot;&quot;&quot;
    for idx, element in enumerate(w):
        qml.RY(element, wires=idx)

def entangling_layer(nqubits):
    &quot;&quot;&quot;Layer of CNOTs followed by another shifted layer of CNOT.
    &quot;&quot;&quot;
    # In other words it should apply something like :
    #CNOT  CNOT  CNOT  CNOT...  CNOT
    #   CNOT  CNOT  CNOT...  CNOT
    for i in range(0, nqubits - 1, 2): #loop over even indices: i=0,2,...N-2
        qml.CNOT(wires=[i, i + 1])
    for i in range(1, nqubits - 1, 2): #loop over odd indices:  i=1,3,...N-3
        qml.CNOT(wires=[i, i + 1])  
</code></pre>
<p>Why is the code using hadamrad gate and CNOT gate?</p>
","Quantum Gate uses in Deep Learning","<tensorflow><deep-learning><quantum-computing><tensorflow-quantum>","1","0","",""
"77932318","","2024-02-03 13:46:17","5","204","<p>I was trying to write a script that obtains current Information about a Job on the IBM Quantum Platform using Qiskit.</p>
<p>I managed to call the current status with the JobID, but it seems, like there is no function or API call that makes it possible to display the current estimated waiting time for the Job.</p>
<p>In addition, although I managed to gather the information about the current status of the Job (e.g. queued) the output I get is NONE, maybe we can manage to fix this aswell.</p>
<p>Can anybody help me out?</p>
<p>I tried including a function to call the estimated waiting time, but it seems, that there is no API call.</p>
","Is there a function to call the estimated waiting time for a Job on the IBM Quantum Platform?","<quantum-computing><qiskit>","1","1","",""
